scenario_leaf_id,scenario_id,climate_window_id,climate_pathway_id,technology_case_id,realization_id,canonical_start,canonical_end,source_file_window,scenario_config_dir,realization_config_path,run_dir,run_config_path,inputs_manifest_path,outputs_dir,logs_dir,climate_forcing_reference,technology_config_reference
baseline_1981_2005__historical__tech_current_stock__seed_0020,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0020,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0020.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0020,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0020/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0020/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0020/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0020/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0021,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0021,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0021.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0021,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0021/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0021/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0021/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0021/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0022,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0022,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0022.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0022,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0022/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0022/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0022/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0022/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0023,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0023,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0023.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0023,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0023/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0023/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0023/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0023/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0024,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0024,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0024.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0024,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0024/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0024/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0024/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0024/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0025,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0025,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0025.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0025,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0025/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0025/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0025/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0025/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0026,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0026,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0026.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0026,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0026/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0026/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0026/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0026/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0027,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0027,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0027.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0027,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0027/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0027/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0027/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0027/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0028,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0028,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0028.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0028,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0028/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0028/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0028/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0028/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0029,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0029,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0029.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0029,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0029/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0029/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0029/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0029/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0030,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0030,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0030.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0030,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0030/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0030/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0030/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0030/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0031,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0031,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0031.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0031,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0031/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0031/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0031/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0031/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0032,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0032,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0032.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0032,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0032/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0032/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0032/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0032/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0033,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0033,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0033.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0033,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0033/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0033/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0033/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0033/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
baseline_1981_2005__historical__tech_current_stock__seed_0034,baseline_1981_2005__historical__tech_current_stock,baseline_1981_2005,historical,tech_current_stock,seed_0034,1981-01-01,2005-12-31,1981-2005,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock,model_v3/experiments/scenario_tree/configs/baseline_1981_2005__historical__tech_current_stock/seed_0034.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0034,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0034/run_config.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0034/inputs_manifest.yaml,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0034/outputs,model_v3/experiments/scenario_tree/runs/baseline_1981_2005__historical__tech_current_stock__seed_0034/logs,"{""canonical_end"": ""2005-12-31"", ""canonical_start"": ""1981-01-01"", ""pathway_id"": ""historical"", ""source_file_window"": ""1981-2005"", ""window_id"": ""baseline_1981_2005""}","{""source_metadata"": ""config/model_v3/scenario_tree/technology_cases.yaml"", ""technology_case_id"": ""tech_current_stock""}"
